_id,PK,CCR,HIERARCHY,INCIDENTTIME,Date,Time,INCIDENTLOCATION,Zip_Code,CLEAREDFLAG,Neighborhood,Police_Zone,Incident_Description,OFFENSES,INCIDENTTRACT,Council_District,PUBLIC_WORKS_DIVISION,Latitude ,Longitude 
2112,147947233,17009676,99,2017-01-16T16:50:00,2017-01-16,16:50:00,"Mifflin Rd & Lebanon Rd Pittsburgh, PA 15207",15207,Y,Lincoln Place,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,3102,5,3,-79.92547795,40.37962306
2126,148272386,17011656,99,2017-01-19T19:17:00,2017-01-19,19:17:00,"5th Ave & Dinwiddie St Pittsburgh, PA 15219",15219,Y,Bluff,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1301 Registration and Certificate of Title Required.,103,6,3,-79.98077519,40.43835954
2239,148363087,17013007,99,2017-01-21T20:06:00,2017-01-21,20:06:00,"Frankstown Ave & Lowell St Pittsburgh, PA 15206",15206,Y,Larimer,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1208,9,2,-79.91379049,40.46042593
2416,147844964,17008146,99,2017-01-14T03:30:00,2017-01-14,03:30:00,"700 Block Hampshire Ave Pittsburgh, PA 15216",15216,Y,Beechview,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1916,4,5,-80.02050569,40.41075929
2511,147903353,17009345,99,2017-01-16T02:10:00,2017-01-16,02:10:00,"100 Block 43rd St Pittsburgh, PA 15201",15201,Y,Central Lawrenceville,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,901,7,2,-79.96392019,40.47286639
2582,148146182,17010822,99,2017-01-18T13:29:00,2017-01-18,13:29:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",15208,Y,Homewood North,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1302,9,2,-79.89625374,40.45732934
2587,148048346,17010278,99,2017-01-17T16:47:00,2017-01-17,16:47:00,"Crucible St & Ernie St Pittsburgh, PA 15220",15220,Y,Elliott,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4914 False Identification to Law Enforcement Authorities / 3345 Meeting or Overtaking School Bus.,2020,2,5,-80.04073714,40.44257321
2592,148184609,17011214,99,2017-01-19T01:31:00,2017-01-19,01:31:00,"S 24th St & Josephine St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1609,3,4,-79.97216847,40.42464706
2608,147949450,17009668,99,2017-01-16T16:38:00,2017-01-16,16:38:00,"Dickens St & Crucible St Pittsburgh, PA 15220",15220,Y,Crafton Heights,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked.,2814,2,5,-80.04904069,40.44704275
2705,148467886,17014104,99,2017-01-23T17:44:00,2017-01-23,17:44:00,"Earl St & E Carson St Pittsburgh, PA 15204",15204,Y,Elliott,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2020,2,5,-80.04816981,40.46019793
2667,148364076,17013057,99,2017-01-21T22:30:00,2017-01-21,22:30:00,"Arthur St & Centre Ave Pittsburgh, PA 15219",15219,Y,Crawford-Roberts,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked.,305,6,3,-79.98387601,40.44192419
2729,148453849,17013949,99,2017-01-23T12:26:00,2017-01-23,12:26:00,"800 Block Brushton Ave Pittsburgh, PA 15221",15221,Y,Homewood South,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1304,9,2,-79.88837848,40.45461029
2785,148549558,17014714,99,2017-01-24T17:54:00,2017-01-24,17:54:00,"1300 Block Federal St N Pittsburgh, PA 15212",15212,Y,Central North Side,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2206,1,1,-80.00687314,40.45673145
2819,148274560,17011756,99,2017-01-19T21:22:00,2017-01-19,21:22:00,"Chartiers Ave & Kelvin St Pittsburgh, PA 15204",15204,Y,Sheraden,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2022,2,5,-80.06506506,40.45388357
2850,148273161,17011488,99,2017-01-19T19:50:00,2017-01-19,19:50:00,"2600 Block Norwood Ave Pittsburgh, PA 15214",15214,Y,Perry South,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2615,6,1,-80.01263459,40.47023932
2874,147901714,17009332,99,2017-01-15T22:10:00,2017-01-15,22:10:00,"5200 Block Centre Ave Pittsburgh, PA 15232",15232,Y,Shadyside,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,709,8,2,-79.9405853,40.45494018
2932,147771613,17007187,99,2017-01-12T18:02:00,2017-01-12,18:02:00,"2800 Block Mary St Pittsburgh, PA 15203",15203,Y,South Side Slopes,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1608,3,4,-79.96837389,40.42421558
2987,148043651,17010200,99,2017-01-17T15:07:00,2017-01-17,15:07:00,"300 Block Millbridge St Pittsburgh, PA 15210",15210,Y,Allentown,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1803,3,4,-79.9959778,40.41981134
3036,-2917000546,17010812,99,2017-01-18T13:10:00,2017-01-18,13:10:00,"1200 Block Western Ave Pittsburgh, PA 15233",15233,Y,Chateau,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2108,6,1,-80.02196514,40.45120975
3253,148273497,17011714,99,2017-01-19T20:10:00,2017-01-19,20:10:00,"300 Block Cedar Ave Pittsburgh, PA 15212",15212,Y,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2304,1,1,-80.00084389,40.45089272
3367,148063458,17010337,99,2017-01-17T19:00:00,2017-01-17,19:00:00,"2400 Block Starkamp St Pittsburgh, PA 15226",15226,Y,Brookline,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1919,4,4,-80.01591079,40.39351287
3578,148532489,17014559,99,2017-01-24T12:37:00,2017-01-24,12:37:00,"1900 Block Rhine St Pittsburgh, PA 15212",15212,Y,Spring Hill-City View,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 9999 9999 - (Misc. Incident): ,2620,1,1,-79.99203853,40.46535167
29,147327061,17002833,5,2017-01-05T15:00:00,2017-01-05,15:00:00,"100 Block Greenfield Ave Pittsburgh, PA 15207",15207,N,Greenfield,4,BURGLARY,3502 Burglary.,1516,5,3,-79.9519368,40.42489672
65,146628628,16239624,5,2016-12-26T14:30:00,2016-12-26,14:30:00,"3600 Block Rural St Pittsburgh, PA 15206",15206,N,East Liberty,5,BURGLARY,3502 Burglary.,1115,9,2,-79.92937904,40.46555136
126,146828387,16241194,5,2016-12-29T11:00:00,2016-12-29,11:00:00,"7500 Block Hamilton Ave Pittsburgh, PA 15208",15208,N,Homewood South,5,BURGLARY,3502 Burglary.,1303,9,2,-79.89248194,40.45342153
217,146971180,17000471,5,2017-01-01T17:53:00,2017-01-01,17:53:00,"50 Block Boundary St Pittsburgh, PA 15213",15213,N,Central Oakland,4,BURGLARY,3502 Burglary.,406,3,3,-79.95062045,40.43906007
218,146971560,17000475,5,2017-01-01T17:30:00,2017-01-01,17:30:00,"1200 Block Courtright St Pittsburgh, PA 15212",15212,N,Marshall-Shadeland,1,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,2715,1,1,-80.03276803,40.47489669
254,146993000,17000621,5,2017-01-01T23:50:00,2017-01-01,23:50:00,"1600 Block Sophia St Pittsburgh, PA 15212",15212,Y,Spring Hill-City View,1,BURGLARY,"3502 Burglary. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5505 Public Drunkenness",2620,1,1,-79.99397806,40.46305908
301,147157838,17001868,5,2017-01-04T01:00:00,2017-01-04,01:00:00,"400 Block Semple St Pittsburgh, PA 15213",15213,N,Central Oakland,4,BURGLARY,3502 Burglary.,406,3,3,-79.95499122,40.43692944
383,147456167,17004791,5,2017-01-08T23:00:00,2017-01-08,23:00:00,"2300 Block Sherbrook St Pittsburgh, PA 15217",15217,N,Squirrel Hill South,4,BURGLARY,3502 Burglary.,1408,5,3,-79.92170208,40.43146467
418,147412519,17003415,5,2017-01-06T11:15:00,2017-01-06,11:15:00,"300 Block Boggs Ave Pittsburgh, PA 15211",15211,N,Mount Washington,3,BURGLARY,3502 Burglary.,1914,2,5,-80.00853456,40.42565338
430,147472295,17004893,5,2017-01-09T06:11:00,2017-01-09,06:11:00,"1300 Block Beaver Ave Pittsburgh, PA 15233",15233,N,Chateau,1,BURGLARY,3502 Burglary.,2108,6,1,-80.02906596,40.45322541
459,-2863021481,17006638,5,2017-01-11T22:00:00,2017-01-11,22:00:00,"200 Block Hammond St Pittsburgh, PA 15204",15204,N,Sheraden,6,BURGLARY,3502 Burglary.,2018,2,5,-80.04851498,40.45677171
476,147516479,17005321,5,2017-01-09T21:00:00,2017-01-09,21:00:00,"10 Block Camfield St Pittsburgh, PA 15210",15210,N,Bon Air,3,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1806,4,4,-79.99736737,40.41088652
481,146976071,17000559,5,2017-01-01T20:00:00,2017-01-01,20:00:00,"3300 Block Niagara St Pittsburgh, PA 15213",15213,N,South Oakland,4,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,409,3,3,-79.95978995,40.43491595
589,146829155,16241185,5,2016-12-29T09:30:00,2016-12-29,09:30:00,"200 Block McKee Pl Pittsburgh, PA 15213",15213,N,Central Oakland,4,BURGLARY,3502 Burglary.,405,3,3,-79.95946998,40.43973083
517,147234267,17002295,5,2017-01-04T03:00:00,2017-01-04,03:00:00,"5600 Block Fair Oaks St Pittsburgh, PA 15217",15217,N,Squirrel Hill North,4,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,1402,8,3,-79.92816776,40.4455639
524,147092200,17001837,5,2017-01-03T09:15:00,2017-01-03,09:15:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",15219,N,Crawford-Roberts,2,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,305,6,3,-79.98046032,40.43913488
530,147207592,17002154,5,2017-01-04T14:20:00,2017-01-04,14:20:00,"7200 Block Mt. Vernon St Pittsburgh, PA 15208",15208,Y,Homewood South,5,BURGLARY,3502 Burglary.,1303,9,2,-79.89442211,40.46118212
579,147400883,17003648,5,2017-01-07T01:50:00,2017-01-07,01:50:00,"1300 Block E Carson St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,BURGLARY,3502 Burglary.,1702,3,4,-79.98517511,40.42860697
598,147500218,17005129,5,2017-01-09T15:00:00,2017-01-09,15:00:00,"7200 Block Meade St Pittsburgh, PA 15208",15208,N,Point Breeze North,4,BURGLARY,3502 Burglary.,1405,9,2,-79.90062919,40.45008294
612,147480532,17004978,5,2017-01-06T12:00:00,2017-01-06,12:00:00,"500 Block Fisher St Pittsburgh, PA 15210",15210,N,Mount Oliver,3,BURGLARY,3502 Burglary.,1607,3,4,-79.97947172,40.41112403
630,146760005,16240105,5,2016-12-27T08:00:00,2016-12-27,08:00:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",15221,N,East Hills,5,BURGLARY,3502 Burglary.,1306,9,2,-79.86682966,40.45338758
710,147584061,17005769,5,2017-01-10T16:05:00,2017-01-10,16:05:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",15227,Y,Carrick,3,BURGLARY,3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 6106 Firearms not to be Carried without a License.,2904,4,4,-79.97880106,40.38544231
753,147596218,17005783,5,2017-01-10T21:48:00,2017-01-10,21:48:00,"5300 Block Keystone St Pittsburgh, PA 15201",15201,Y,Upper Lawrenceville,2,BURGLARY,"3502 Burglary. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 907 Possessing Instruments of Crime.",1011,7,2,-79.95067526,40.48105004
763,147239145,17002386,5,2017-01-04T19:40:00,2017-01-04,19:40:00,"1800 Block Fox Way Pittsburgh, PA 15203",15203,N,South Side Flats,3,BURGLARY,3502 Burglary.,1702,3,4,-79.98038378,40.43006189
791,147647138,17006267,5,2017-01-10T16:00:00,2017-01-10,16:00:00,"2300 Block Parkhill Dr Pittsburgh, PA 15221",15221,N,East Hills,5,BURGLARY,3502 Burglary.,1306,9,2,-79.87407838,40.45475038
810,147689179,17006636,5,2017-01-11T22:56:00,2017-01-11,22:56:00,"2000 Block 5th Ave Pittsburgh, PA 15219",15219,Y,West Oakland,4,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,402,6,3,-79.9775296,40.43800271
851,147693451,17006599,5,2017-01-11T16:00:00,2017-01-11,16:00:00,"10 Block Lelia St Pittsburgh, PA 15211",15211,N,Mount Washington,3,BURGLARY,3502 Burglary.,1915,1,1,-80.00020751,40.4684518
855,147700191,17006725,5,2017-01-12T02:15:00,2017-01-12,02:15:00,"3000 Block Vancroft St Pittsburgh, PA 15219",15219,N,Upper Hill,2,BURGLARY,3502 Burglary.,506,6,3,-79.9651732,40.45048271
860,147704521,17006716,5,2017-01-12T01:45:00,2017-01-12,01:45:00,"1800 Block West Liberty Ave Pittsburgh, PA 15226",15226,N,Brookline,6,BURGLARY,3502 Burglary.,1917,4,5,-80.0185628,40.40639768
899,146664597,16240020,5,2016-12-27T08:54:00,2016-12-27,08:54:00,"400 Block Larimer Ave Pittsburgh, PA 15206",15206,N,Larimer,5,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1208,9,2,-79.91505288,40.46476168
907,147707300,17006781,5,2017-01-12T06:00:00,2017-01-12,06:00:00,"800 Block Progress St Pittsburgh, PA 15212",15212,N,North Shore,1,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,2205,1,1,-79.99584116,40.45109579
924,146829089,16241183,5,2016-12-29T11:09:00,2016-12-29,11:09:00,"1000 Block East St Pittsburgh, PA 15212",15212,N,East Allegheny,1,BURGLARY,3502 Burglary.,2304,1,1,-79.99859541,40.45644682
970,146945209,16242553,5,2016-12-31T17:45:00,2016-12-31,17:45:00,"1900 Block Spring Garden Ave Pittsburgh, PA 15212",15212,Y,Spring Garden,1,BURGLARY,3502 Burglary.,2412,1,1,-79.98562477,40.46877916
973,147099604,17001427,5,2016-12-28T16:00:00,2016-12-28,16:00:00,"200 Block N Craig St Pittsburgh, PA 15213",15213,N,North Oakland,4,BURGLARY,3502 Burglary.,507,8,3,-79.95066326,40.44994598
976,-2676003952,17006460,5,2017-01-11T16:50:00,2017-01-11,16:50:00,"1800 Block Pioneer Ave Pittsburgh, PA 15226",15226,N,Brookline,6,BURGLARY,3502 Burglary.,1917,4,4,-80.01527697,40.40556491
1018,147043784,17000979,5,2017-01-02T15:00:00,2017-01-02,15:00:00,"200 Block Michigan St Pittsburgh, PA 15210",15210,N,Beltzhoover,3,BURGLARY,3502 Burglary.,1809,4,4,-80.00384623,40.41578944
1038,147141520,17001796,5,2017-01-03T21:45:00,2017-01-03,21:45:00,"2800 Block Beechwood Blvd Pittsburgh, PA 15217",15217,N,Squirrel Hill South,4,BURGLARY,3502 Burglary.,1414,5,3,-79.92036848,40.42482533
1163,147051167,17001040,5,2017-01-01T22:00:00,2017-01-01,22:00:00,"100 Block Jucunda St Pittsburgh, PA 15210",15210,N,Knoxville,3,BURGLARY,3502 Burglary.,3001,3,4,-79.98819325,40.41734514
1166,147058138,17001071,5,2017-01-02T19:53:00,2017-01-02,19:53:00,"900 Block High St Pittsburgh, PA 15212",15212,Y,Spring Garden,1,BURGLARY,3502 Burglary. / 2701 Simple Assault. / 903 Criminal Conspiracy. / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older,2412,1,1,-79.99472533,40.45965164
1224,146628174,16239642,5,2016-12-26T16:07:00,2016-12-26,16:07:00,"200 Block Shetland St Pittsburgh, PA 15206",15206,N,Larimer,5,BURGLARY,3502 Burglary.,1204,9,2,-79.910475,40.46454405
1434,146830897,16241225,5,2016-12-27T15:00:00,2016-12-27,15:00:00,"5000 Block Orinoco St Pittsburgh, PA 15207",15207,N,Hazelwood,4,BURGLARY,3502 Burglary.,1515,5,3,-79.93920747,40.40947919
1340,147389009,17003648,5,2017-01-06T04:00:00,2017-01-06,04:00:00,"1300 Block E Carson St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,BURGLARY,3502 Burglary.,1702,3,4,-79.98517511,40.42860697
1343,147400826,17003734,5,2017-01-06T23:00:00,2017-01-06,23:00:00,"900 Block Mina St Pittsburgh, PA 15212",15212,Y,Spring Hill-City View,1,BURGLARY,3502 Burglary. / 9093 Indirect Criminal Contempt,2620,1,1,-79.99918422,40.46894945
1345,146606376,16239516,5,2016-12-26T10:00:00,2016-12-26,10:00:00,"100 Block Carver St Pittsburgh, PA 15206",15206,N,Larimer,5,BURGLARY,3502 Burglary.,1208,9,2,-79.91498656,40.46446392
1348,147590695,17005952,5,2017-01-10T21:05:00,2017-01-10,21:05:00,"1800 Block Fahnestock St Pittsburgh, PA 15221",15221,N,East Hills,5,BURGLARY,3502 Burglary.,1306,9,2,-79.87848799,40.45129102
1385,146663823,16240024,5,2016-12-27T09:00:00,2016-12-27,09:00:00,"100 Block Laclede St Pittsburgh, PA 15211",15211,N,Mount Washington,3,BURGLARY,3502 Burglary.,1915,3,5,-80.00307666,40.42303766
1435,146832148,16241238,5,2016-12-29T13:00:00,2016-12-29,13:00:00,"700 Block Junilla St Pittsburgh, PA 15219",15219,N,Bedford Dwellings,2,BURGLARY,3502 Burglary.,509,6,3,-79.97246499,40.44965592
1482,146896937,16241739,5,2016-12-30T03:55:00,2016-12-30,03:55:00,"4600 Block Centre Ave Pittsburgh, PA 15213",15213,N,North Oakland,4,BURGLARY,3502 Burglary.,507,6,3,-79.95200973,40.45194542
1491,147655799,17006345,5,2017-01-11T14:30:00,2017-01-11,14:30:00,"1600 Block Broadhead St Pittsburgh, PA 15206",15206,N,Lincoln-Lemington-Belmar,5,BURGLARY,3502 Burglary.,1202,9,2,-79.89177946,40.46872959
1527,147428177,17004149,5,2017-01-06T21:00:00,2017-01-06,21:00:00,"1200 Block Itin St Pittsburgh, PA 15212",15212,N,Spring Hill-City View,1,BURGLARY,3502 Burglary.,2620,1,1,-79.99218232,40.4620423
1568,147575085,17005629,5,2017-01-10T02:00:00,2017-01-10,02:00:00,"300 Block Semple St Pittsburgh, PA 15213",15213,N,Central Oakland,4,BURGLARY,3502 Burglary.,405,3,3,-79.95709363,40.43873757
1577,-2860004018,17005809,5,2017-01-10T10:40:00,2017-01-10,10:40:00,"300 Block Meyran Ave Pittsburgh, PA 15213",15213,N,Central Oakland,4,BURGLARY,3502 Burglary.,405,3,3,-79.95670299,40.43894379
1645,146783239,16240361,5,2016-12-28T18:00:00,2016-12-28,18:00:00,"4700 Block Friendship Ave Pittsburgh, PA 15224",15224,N,Bloomfield,5,BURGLARY,3502 Burglary.,809,7,2,-79.94896911,40.46345916
1594,-2867010851,17005623,5,2017-01-10T12:00:00,2017-01-10,12:00:00,"100 Block Madeline St Pittsburgh, PA 15210",15210,N,Carrick,3,BURGLARY,3502 Burglary.,2902,4,4,-79.98523039,40.39412656
1764,146794370,16240924,5,2016-12-28T21:45:00,2016-12-28,21:45:00,"700 Block Hazelwood Ave Pittsburgh, PA 15217",15217,N,Greenfield,4,BURGLARY,3502 Burglary.,1517,5,3,-79.93304793,40.41974508
1612,146625769,16239607,5,2016-12-26T14:30:00,2016-12-26,14:30:00,"700 Block Anaheim St Pittsburgh, PA 15219",15219,N,Upper Hill,2,BURGLARY,3502 Burglary.,506,6,3,-79.96313095,40.45256383
1628,146849658,16241387,5,2016-12-29T14:00:00,2016-12-29,14:00:00,"800 Block Gearing Ave Pittsburgh, PA 15210",15210,N,Beltzhoover,3,BURGLARY,3502 Burglary.,1809,3,4,-80.00512353,40.41570516
1638,146715092,16240317,5,2016-12-27T20:30:00,2016-12-27,20:30:00,"400 Block Denniston St Pittsburgh, PA 15206",15206,N,Shadyside,4,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,708,8,2,-79.92013078,40.45459152
1706,146747013,16240534,5,2016-12-28T08:30:00,2016-12-28,08:30:00,"100 Block Wabash St Pittsburgh, PA 15220",15220,N,West End,6,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,2019,2,5,-80.03461426,40.43821952
1711,146954909,17000167,5,2017-01-01T04:35:00,2017-01-01,04:35:00,"1800 Block West Liberty Ave Pittsburgh, PA 15226",15226,N,Brookline,6,BURGLARY,3502 Burglary.,1917,4,5,-80.0185628,40.40639768
1732,146744557,16240525,5,2016-12-28T08:15:00,2016-12-28,08:15:00,"100 Block Wabash St Pittsburgh, PA 15220",15220,N,West End,6,BURGLARY,3502 Burglary.,2019,2,5,-80.03461426,40.43821952
1893,147510469,17005235,5,2017-01-09T18:15:00,2017-01-09,18:15:00,"400 Block N Taylor Ave Pittsburgh, PA 15212",15212,N,Central North Side,1,BURGLARY,3502 Burglary.,2206,1,1,-80.01129782,40.45693301
1794,146964732,17000361,5,2017-01-01T13:42:00,2017-01-01,13:42:00,"200 Block East Ohio St Pittsburgh, PA 15212",15212,Y,Allegheny Center,1,BURGLARY,"3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2204,1,1,-80.00366043,40.45302239
1870,147420723,17003976,5,2017-01-07T14:00:00,2017-01-07,14:00:00,"100 Block Angena Dr Pittsburgh, PA 15205",15205,N,Oakwood,6,BURGLARY,3502 Burglary.,2812,2,5,-80.06706667,40.42313404
1877,146949960,16242662,5,2016-12-31T23:00:00,2016-12-31,23:00:00,"3900 Block Cabinet Way Pittsburgh, PA 15201",15201,Y,Lower Lawrenceville,2,BURGLARY,3502 Burglary.,603,7,2,-79.95967167,40.4635109
1887,147371612,17003364,5,2017-01-06T13:15:00,2017-01-06,13:15:00,"400 Block East Ohio St Pittsburgh, PA 15212",15212,N,East Allegheny,1,BURGLARY,3502 Burglary.,2304,1,1,-80.00153324,40.45347051
1901,147224749,17002192,5,2017-01-04T15:37:00,2017-01-04,15:37:00,"1900 Block Arlington Ave Pittsburgh, PA 15210",15210,N,Arlington,3,BURGLARY,3502 Burglary.,1603,3,4,-79.9805088,40.41750412
1907,147093247,17001359,5,2017-01-03T06:30:00,2017-01-03,06:30:00,"6300 Block Broad St Pittsburgh, PA 15206",15206,N,East Liberty,5,BURGLARY,3502 Burglary.,1115,9,2,-79.91829017,40.46058003
1932,147254519,17002525,5,2017-01-05T00:30:00,2017-01-05,00:30:00,"1700 Block Trinity St Pittsburgh, PA 15206",15206,N,Stanton Heights,5,BURGLARY,3502 Burglary.,1018,7,2,-79.9304977,40.48693327
1940,147206043,17002098,5,2017-01-04T12:20:00,2017-01-04,12:20:00,"100 Block 44th St Pittsburgh, PA 15201",15201,N,Central Lawrenceville,2,BURGLARY,3502 Burglary.,901,7,2,-79.96281388,40.47348122
1942,147236938,17002321,5,2017-01-04T18:15:00,2017-01-04,18:15:00,"200 Block E Elizabeth St Pittsburgh, PA 15207",15207,N,Hazelwood,4,BURGLARY,3502 Burglary.,1515,5,3,-79.94136473,40.40718366
1950,147440997,17004441,5,2017-01-07T23:46:00,2017-01-07,23:46:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",15210,N,Carrick,3,BURGLARY,3502 Burglary.,2902,4,4,-79.99089923,40.40493936
1959,147619307,17006152,5,2017-01-11T06:30:00,2017-01-11,06:30:00,"100 Block S 15th St Pittsburgh, PA 15203",15203,N,South Side Flats,3,BURGLARY,3502 Burglary.,1702,3,4,-79.98353135,40.4279461
1975,147332124,17002981,5,2017-01-05T19:13:00,2017-01-05,19:13:00,"7300 Block Hermitage St Pittsburgh, PA 15208",15208,N,Homewood North,5,BURGLARY,3502 Burglary.,1302,9,2,-79.89300145,40.45963884
1984,147484631,17005008,5,2017-01-09T11:00:00,2017-01-09,11:00:00,"7500 Block Mulford St Pittsburgh, PA 15208",15208,N,Homewood South,5,BURGLARY,3502 Burglary.,1304,9,2,-79.89128,40.45258146
2017,147784498,17007424,5,2017-01-13T03:10:00,2017-01-13,03:10:00,"3000 Block Penn Ave Pittsburgh, PA 15201",15201,Y,Strip District,2,BURGLARY,3502 Burglary. / 5505 Public Drunkenness,203,7,6,-79.97246805,40.45874494
2061,148362388,17012986,5,2017-01-21T19:00:00,2017-01-21,19:00:00,"6600 Block Rowan St Pittsburgh, PA 15206",15206,N,Lincoln-Lemington-Belmar,5,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.90453519,40.4651103
2092,148248990,17011473,5,2017-01-19T13:26:00,2017-01-19,13:26:00,"100 Block Monastery Ave Pittsburgh, PA 15203",15203,N,South Side Slopes,3,BURGLARY,3502 Burglary.,1706,3,4,-79.98445541,40.42208854
2093,-2818001608,17011565,5,2017-01-19T14:30:00,2017-01-19,14:30:00,"800 Block Ivy St Pittsburgh, PA 15232",15232,N,Shadyside,4,BURGLARY,3502 Burglary.,703,8,2,-79.93224244,40.45165361
2119,147947241,17009687,5,2017-01-14T20:00:00,2017-01-14,20:00:00,"6200 Block Kentucky Ave Pittsburgh, PA 15206",15206,N,Shadyside,4,BURGLARY,3502 Burglary.,706,8,2,-79.92271862,40.4532369
2132,147775656,17007242,5,2017-01-12T19:35:00,2017-01-12,19:35:00,"900 Block Madison Ave Pittsburgh, PA 15212",15212,N,East Allegheny,1,BURGLARY,3502 Burglary.,2304,1,1,-79.99721207,40.45588202
2179,148065463,17010406,5,2017-01-17T20:20:00,2017-01-17,20:20:00,"2000 Block Tustin St Pittsburgh, PA 15219",15219,N,Bluff,2,BURGLARY,3502 Burglary.,103,6,3,-79.97766334,40.43676367
2192,147911075,17009407,5,2017-01-16T06:36:00,2017-01-16,06:36:00,"600 Block Bingham St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,BURGLARY,3502 Burglary.,1702,3,4,-79.99341619,40.42921389
2228,148369836,17013262,5,2017-01-22T03:11:00,2017-01-22,03:11:00,"300 Block Atwood St Pittsburgh, PA 15213",15213,N,Central Oakland,4,BURGLARY,3502 Burglary.,405,3,3,-79.95594514,40.43951759
2230,-2863021684,17013437,5,2017-01-22T13:30:00,2017-01-22,13:30:00,"600 Block Larose St Pittsburgh, PA 15226",15226,N,Brookline,6,BURGLARY,3502 Burglary.,1917,4,4,-80.01425387,40.40795248
2243,147949214,17009690,5,2017-01-16T17:00:00,2017-01-16,17:00:00,"1700 Block Broadway Ave Pittsburgh, PA 15216",15216,N,Beechview,6,BURGLARY,3502 Burglary.,1916,4,5,-80.025281,40.40847144
2259,148390695,17013520,5,2017-01-22T16:30:00,2017-01-22,16:30:00,"7300 Block Tioga St Pittsburgh, PA 15208",15208,N,Homewood South,5,BURGLARY,3502 Burglary.,1303,9,2,-79.8959034,40.45341587
2295,148479631,17014318,5,2017-01-24T01:15:00,2017-01-24,01:15:00,"400 Block Beltzhoover Ave Pittsburgh, PA 15210",15210,N,Beltzhoover,3,BURGLARY,3502 Burglary.,1809,3,4,-79.99751374,40.41901427
2302,-2879012048,17014040,5,2017-01-21T18:00:00,2017-01-21,18:00:00,"300 Block Orchard Pl Pittsburgh, PA 15210",15210,N,Knoxville,3,BURGLARY,3502 Burglary.,3001,3,4,-79.99342488,40.41788931
