Date,Time,Zip_Code,Neighborhood,Police_Zone,Incident_Description,Council_District
2016-12-29,14:45:00,15217,Greenfield,4,RETSIL THEFT (SHOPLIFTING),5
2017-01-04,11:22:00,15212,East Allegheny,1,RETSIL THEFT (SHOPLIFTING),1
2017-01-07,22:39:00,15222,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2017-01-11,12:40:00,15222,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2017-01-11,14:37:00,15222,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2017-01-04,08:45:00,15232,Shadyside,4,RETSIL THEFT (SHOPLIFTING),7
2016-12-27,15:03:00,15203,South Side Flats,3,RETSIL THEFT (SHOPLIFTING),3
2016-12-26,12:58:00,15222,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2016-12-28,20:58:00,15217,Squirrel Hill South,4,RETSIL THEFT (SHOPLIFTING),5
2017-01-07,11:02:00,15204,Sheraden,6,RETSIL THEFT (SHOPLIFTING),2
2017-01-11,14:11:00,15219,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2017-01-01,05:41:00,15219,Central Business District,3,RETSIL THEFT (SHOPLIFTING),6
2017-01-04,12:48:00,15232,Shadyside,4,RETSIL THEFT (SHOPLIFTING),7
2017-01-21,16:50:00,15206,East Liberty,5,RETSIL THEFT (SHOPLIFTING),8
2017-01-16,00:38:00,15222,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2017-01-14,19:10:00,15205,Oakwood,6,RETSIL THEFT (SHOPLIFTING),2
2017-01-21,17:35:00,15205,Oakwood,6,RETSIL THEFT (SHOPLIFTING),2
2017-01-09,08:30:00,15201,Lower Lawrenceville,2,RETSIL THEFT (SHOPLIFTING),7
2017-01-18,03:00:00,15203,South Side Flats,3,RETSIL THEFT (SHOPLIFTING),3
2017-01-21,11:25:00,15201,Upper Lawrenceville,2,RETSIL THEFT (SHOPLIFTING),7
2017-01-20,16:02:00,15203,South Side Flats,3,RETSIL THEFT (SHOPLIFTING),3
2017-01-10,14:52:00,15222,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2017-01-12,11:30:00,15238,Lincoln-Lemington-Belmar,5,RETSIL THEFT (SHOPLIFTING),
2017-01-16,19:08:00,15219,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2017-01-14,14:00:00,15222,Central Business District,2,RETSIL THEFT (SHOPLIFTING),6
2017-01-20,15:29:00,15212,East Allegheny,1,RETSIL THEFT (SHOPLIFTING),1
2017-01-19,00:15:00,15217,Squirrel Hill South,4,RETSIL THEFT (SHOPLIFTING),5
2016-12-27,19:13:00,15212,Marshall-Shadeland,1,ROBBERY,1
2016-12-30,18:47:00,15219,Crawford-Roberts,2,ROBBERY,6
2016-12-29,17:40:00,15213,South Oakland,4,ROBBERY,3
2016-12-26,22:30:00,15213,Bloomfield,5,ROBBERY,8
2016-12-27,11:12:00,15216,Banksville,6,ROBBERY,2
2017-01-01,10:44:00,15212,Spring Hill-City View,1,ROBBERY,1
2017-01-01,11:37:00,15224,Bloomfield,5,ROBBERY,7
2017-01-14,23:56:00,15212,East Allegheny,1,ROBBERY,1
2017-01-06,20:21:00,15203,South Side Flats,3,ROBBERY,3
2017-01-06,20:45:00,15211,Mount Washington,3,ROBBERY,2
2017-01-06,23:50:00,15201,Central Lawrenceville,2,ROBBERY,7
2017-01-09,00:54:00,15210,Knoxville,3,ROBBERY,3
2017-01-01,14:03:00,15206,East Liberty,5,ROBBERY,9
2017-01-03,01:40:00,15222,Central Business District,2,ROBBERY,6
2016-12-26,19:27:00,15212,East Allegheny,1,ROBBERY,1
2017-01-06,20:45:00,15208,Homewood West,5,ROBBERY,9
2017-01-08,17:40:00,15212,North Shore,1,ROBBERY,1
2017-01-09,18:30:00,15232,Shadyside,4,ROBBERY,7
2017-01-10,04:40:00,15210,Beltzhoover,3,ROBBERY,3
2017-01-10,23:14:00,15210,Allentown,3,ROBBERY,3
2017-01-11,18:21:00,15206,Lincoln-Lemington-Belmar,5,ROBBERY,9
2017-01-05,10:35:00,15207,Hazelwood,4,ROBBERY,5
2016-12-27,18:13:00,15203,South Side Flats,3,ROBBERY,3
2017-01-11,22:23:00,15213,Bloomfield,5,ROBBERY,8
2017-01-11,18:09:00,15213,Central Oakland,4,ROBBERY,3
2017-01-08,22:38:00,15210,Carrick,3,ROBBERY,4
2017-01-08,05:08:00,15217,Greenfield,4,ROBBERY,5
2016-12-26,17:45:00,15212,East Allegheny,1,ROBBERY,1
2016-12-27,11:12:00,15216,Banksville,6,ROBBERY,2
2017-01-07,00:29:00,15207,Hazelwood,4,ROBBERY,5
2017-01-10,18:18:00,15201,Central Lawrenceville,2,ROBBERY,7
2017-01-06,13:24:00,15222,Brighton Heights,2,ROBBERY,6
2017-01-09,10:21:00,15221,Homewood South,5,ROBBERY,9
2017-01-10,16:01:00,15222,Central Business District,2,ROBBERY,6
2017-01-07,22:45:00,15210,Beltzhoover,3,ROBBERY,3
2017-01-01,11:37:00,15224,Bloomfield,5,ROBBERY,7
2017-01-10,16:15:00,15204,Sheraden,6,ROBBERY,2
2017-01-10,22:05:00,15210,Knoxville,3,ROBBERY,3
2016-12-29,18:03:00,15210,Arlington,3,ROBBERY,3
2016-12-28,19:55:00,15210,Beltzhoover,3,ROBBERY,3
2016-12-29,01:51:00,15210,Allentown,3,ROBBERY,3
2016-12-26,16:30:00,15212,East Allegheny,1,ROBBERY,1
2017-01-01,00:25:00,15208,Homewood South,5,ROBBERY,9
2016-12-28,16:17:00,15226,Brookline,6,ROBBERY,4
2017-01-01,02:09:00,15219,Terrace Village,2,ROBBERY,6
2016-12-30,17:05:00,15212,East Allegheny,1,ROBBERY,1
2017-01-03,22:35:00,15210,Carrick,3,ROBBERY,4
2017-01-06,00:10:00,15206,Lincoln-Lemington-Belmar,5,ROBBERY,9
2017-01-05,20:53:00,15216,Beechview,6,ROBBERY,4
2017-01-03,07:58:00,15210,Allentown,3,ROBBERY,3
2017-01-02,14:53:00,15212,Central North Side,1,ROBBERY,1
2017-01-03,10:00:00,15210,Arlington,3,ROBBERY,3
2016-12-29,17:40:00,15213,South Oakland,4,ROBBERY,3
2017-01-10,14:48:00,15222,Central Business District,2,ROBBERY,6
2017-01-07,07:00:00,15214,Perry North,1,ROBBERY,1
2016-12-31,01:00:00,15221,Homewood South,5,ROBBERY,9
2017-01-15,18:30:00,15219,Bluff,2,ROBBERY,6
2017-01-16,19:45:00,15214,Perry South,1,ROBBERY,6
2017-01-15,17:40:00,15210,Knoxville,3,ROBBERY,3
2017-01-16,19:45:00,15214,Perry South,1,ROBBERY,6
2017-01-17,22:50:00,15210,Knoxville,3,ROBBERY,3
2017-01-22,17:35:00,15220,Elliott,6,ROBBERY,2
2017-01-14,17:46:00,15219,Bluff,2,ROBBERY,6
2017-01-15,22:05:00,15222,Central Business District,2,ROBBERY,
2017-01-13,06:23:00,15206,Highland Park,5,ROBBERY,7
2017-01-13,18:25:00,15226,Brookline,6,ROBBERY,4
2017-01-16,05:06:00,15206,Highland Park,5,ROBBERY,
2017-01-14,09:18:00,15212,East Allegheny,1,ROBBERY,1
2017-01-14,12:08:00,15210,Knoxville,3,ROBBERY,3
2017-01-15,05:32:00,15217,Squirrel Hill South,4,ROBBERY,5
2017-01-15,15:22:00,15226,Brookline,6,ROBBERY,4
2017-01-20,00:36:00,15216,Beechview,6,ROBBERY,4
2017-01-21,12:00:00,15201,Lower Lawrenceville,2,ROBBERY,7
2017-01-23,21:11:00,15206,Lincoln-Lemington-Belmar,5,ROBBERY,9
2017-01-15,14:13:00,15206,Garfield,5,ROBBERY,9
2017-01-18,17:45:00,15219,Bluff,2,ROBBERY,6
2017-01-15,13:30:00,15217,Hazelwood,4,ROBBERY,5
2017-01-10,16:15:00,15204,Sheraden,6,ROBBERY,2
2017-01-21,00:45:00,15210,South Side Slopes,3,ROBBERY,
2017-01-22,04:00:00,15206,Larimer,5,ROBBERY,9
2017-01-22,03:11:00,15213,Central Oakland,4,ROBBERY,3
2017-01-21,01:45:00,15222,Central Business District,2,ROBBERY,6
2017-01-21,22:57:00,15207,Hazelwood,4,ROBBERY,5
2017-01-14,22:50:00,15219,Bluff,2,ROBBERY,6
2017-01-16,22:06:00,15210,Knoxville,3,ROBBERY,3
2017-01-20,10:10:00,15208,Homewood South,5,ROBBERY,9
2017-01-19,22:50:00,15219,Bluff,2,ROBBERY,6
2017-01-21,18:00:00,15212,Marshall-Shadeland,1,ROBBERY,1
2017-01-21,23:05:00,15206,Friendship,5,ROBBERY,7
2017-01-22,00:25:00,15207,Hazelwood,4,ROBBERY,5
2017-01-22,04:00:00,15206,Larimer,5,ROBBERY,9
2017-01-22,09:33:00,15221,East Hills,5,ROBBERY,9
2017-01-23,03:58:00,15203,South Side Flats,3,ROBBERY,3
2017-01-24,20:22:00,15207,Hazelwood,4,ROBBERY,5
2017-01-04,10:30:00,15207,Bluff,4,ROBBERY OF MOTOR VEHICLE,5
2016-12-28,00:50:00,15210,South Side Slopes,3,ROBBERY OF MOTOR VEHICLE,
2017-01-04,10:30:00,15219,Bluff,4,ROBBERY OF MOTOR VEHICLE,6
2017-01-13,18:07:00,15206,Garfield,5,ROBBERY OF MOTOR VEHICLE,9
2017-01-18,00:05:00,15224,Bloomfield,5,ROBBERY OF MOTOR VEHICLE,7
2017-01-08,19:04:00,15212,Spring Hill-City View,1,RUNAWAYS - JUVENILE,1
2016-12-29,14:00:00,15233,Manchester,1,RUNAWAYS - JUVENILE,6
2016-12-27,01:30:00,15214,Perry North,1,RUNAWAYS - JUVENILE,1
2016-12-27,22:30:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2016-12-26,19:15:00,15212,Brighton Heights,1,RUNAWAYS - JUVENILE,1
2016-12-31,00:50:00,15207,Glen Hazel,4,RUNAWAYS - JUVENILE,5
2016-12-31,12:51:00,15222,Brighton Heights,2,RUNAWAYS - JUVENILE,6
2017-01-04,00:24:00,15210,Knoxville,3,RUNAWAYS - JUVENILE,3
2017-01-08,23:00:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2017-01-04,04:30:00,15212,Brighton Heights,1,RUNAWAYS - JUVENILE,1
2017-01-08,23:00:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2016-12-31,16:15:00,15207,Hazelwood,4,RUNAWAYS - JUVENILE,5
2017-01-11,20:15:00,15210,Allentown,3,RUNAWAYS - JUVENILE,3
2017-01-09,23:00:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2017-01-09,23:00:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2017-01-09,19:15:00,15212,Marshall-Shadeland,1,RUNAWAYS - JUVENILE,1
2016-12-26,22:55:00,15207,Lincoln Place,4,RUNAWAYS - JUVENILE,5
2016-12-29,19:25:00,15206,Friendship,5,RUNAWAYS - JUVENILE,7
2016-12-28,01:11:00,15204,Sheraden,6,RUNAWAYS - JUVENILE,2
2017-01-05,08:30:00,15212,Brighton Heights,1,RUNAWAYS - JUVENILE,1
2017-01-05,01:35:00,15224,Garfield,5,RUNAWAYS - JUVENILE,9
2016-12-28,00:17:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2017-01-07,21:58:00,15204,Sheraden,6,RUNAWAYS - JUVENILE,2
2017-01-01,23:45:00,15207,Hazelwood,4,RUNAWAYS - JUVENILE,5
2017-01-09,13:00:00,15136,Outside City,OSC,RUNAWAYS - JUVENILE,
2017-01-02,13:31:00,15210,Knoxville,3,RUNAWAYS - JUVENILE,3
2017-01-02,14:00:00,15220,West End,6,RUNAWAYS - JUVENILE,2
2017-01-03,17:55:00,15212,East Allegheny,1,RUNAWAYS - JUVENILE,1
2017-01-03,23:30:00,15210,South Side Slopes,3,RUNAWAYS - JUVENILE,3
2017-01-04,01:30:00,15206,Highland Park,5,RUNAWAYS - JUVENILE,9
2017-01-09,17:40:00,15212,Brighton Heights,1,RUNAWAYS - JUVENILE,1
2017-01-01,01:45:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2017-01-06,19:30:00,15212,East Allegheny,1,RUNAWAYS - JUVENILE,1
2017-01-10,23:16:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2016-12-26,22:30:00,15208,Homewood West,5,RUNAWAYS - JUVENILE,9
2016-12-26,19:00:00,15214,Perry South,1,RUNAWAYS - JUVENILE,6
2016-12-29,10:30:00,15204,Sheraden,6,RUNAWAYS - JUVENILE,2
2016-12-27,21:43:00,15212,Brighton Heights,2,RUNAWAYS - JUVENILE,1
2017-01-03,15:30:00,15219,Crawford-Roberts,2,RUNAWAYS - JUVENILE,6
2017-01-15,18:30:00,15212,Spring Hill-City View,1,RUNAWAYS - JUVENILE,1
2017-01-18,22:15:00,15205,Crafton Heights,6,RUNAWAYS - JUVENILE,2
2017-01-20,17:14:00,15233,Manchester,1,RUNAWAYS - JUVENILE,1
2017-01-12,18:44:00,15212,Marshall-Shadeland,1,RUNAWAYS - JUVENILE,1
2017-01-19,12:13:00,15219,Central Business District,2,RUNAWAYS - JUVENILE,6
2017-01-14,10:23:00,15212,Brighton Heights,1,RUNAWAYS - JUVENILE,1
2017-01-19,18:25:00,15221,East Hills,5,RUNAWAYS - JUVENILE,9
2017-01-19,15:00:00,15210,Carrick,3,RUNAWAYS - JUVENILE,4
2017-01-22,14:30:00,15221,Homewood North,5,RUNAWAYS - JUVENILE,9
2017-01-17,15:05:00,15214,Perry North,1,RUNAWAYS - JUVENILE,1
2017-01-22,14:00:00,15206,Lincoln-Lemington-Belmar,5,RUNAWAYS - JUVENILE,9
2017-01-17,20:45:00,15221,Homewood South,5,RUNAWAYS - JUVENILE,9
2017-01-22,16:43:00,15204,Windgap,6,RUNAWAYS - JUVENILE,2
2017-01-13,09:50:00,15212,California-Kirkbride,1,RUNAWAYS - JUVENILE,6
2017-01-12,20:21:00,15214,Perry North,1,RUNAWAYS - JUVENILE,1
2017-01-16,21:05:00,15211,Mount Washington,3,RUNAWAYS - JUVENILE,3
2017-01-20,21:13:00,15210,South Side Slopes,3,RUNAWAYS - JUVENILE,3
2017-01-14,13:15:00,15232,Shadyside,4,RUNAWAYS - JUVENILE,8
2017-01-14,13:00:00,15221,Homewood North,5,RUNAWAYS - JUVENILE,9
2017-01-20,11:00:00,15206,Larimer,5,RUNAWAYS - JUVENILE,9
2017-01-13,17:30:00,15210,Knoxville,3,RUNAWAYS - JUVENILE,3
2017-01-15,16:18:00,15221,East Hills,5,RUNAWAYS - JUVENILE,9
2017-01-20,22:45:00,15212,Allegheny Center,1,RUNAWAYS - JUVENILE,1
2017-01-22,06:16:00,15233,Manchester,1,RUNAWAYS - JUVENILE,1
2017-01-21,14:00:00,15208,Homewood South,5,RUNAWAYS - JUVENILE,9
2017-01-17,15:45:00,15212,Brighton Heights,1,RUNAWAYS - JUVENILE,1
2017-01-23,17:10:00,15212,Spring Hill-City View,1,RUNAWAYS - JUVENILE,1
2017-01-18,07:39:00,15219,Crawford-Roberts,2,RUNAWAYS - JUVENILE,6
2017-01-24,18:10:00,one 4,,4,SEXUAL ABUSE OF CHILDREN,
2017-01-10,19:29:00,one 5,,5,SEXUAL ASSAULT,
2017-01-10,21:00:00,one 2,,2,SEXUAL ASSAULT,
2017-01-04,15:00:00,one 1,,1,SEXUAL ASSAULT,
2017-01-02,11:40:00,one 1,,1,SEXUAL ASSAULT,
2017-01-01,12:00:00,one 1,,1,SEXUAL ASSAULT,
2016-12-27,12:00:00,one 6,,6,SEXUAL ASSAULT,
2017-01-13,21:30:00,one 4,,4,SEXUAL ASSAULT,
2017-01-12,15:00:00,one 5,,5,SEXUAL ASSAULT,
2016-12-31,23:59:00,one 3,,3,SEXUAL ASSAULT,
2017-01-06,01:41:00,15210,Central Business District,2,SIMPLE ASSAULT,4
2017-01-06,22:55:00,15210,Knoxville,3,SIMPLE ASSAULT,3
2016-12-29,01:00:00,15204,Sheraden,6,SIMPLE ASSAULT,2
2016-12-26,03:09:00,15206,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,9
2016-12-29,15:47:00,15219,Crawford-Roberts,2,SIMPLE ASSAULT,6
2016-12-28,09:43:00,15203,South Side Flats,3,SIMPLE ASSAULT,3
2016-12-28,17:46:00,15226,Brookline,6,SIMPLE ASSAULT,4
2016-12-26,19:04:00,15201,Central Lawrenceville,2,SIMPLE ASSAULT,7
2016-12-31,06:12:00,15203,Bluff,3,SIMPLE ASSAULT,3
2016-12-29,01:09:00,15226,Brookline,6,SIMPLE ASSAULT,4
2017-01-01,04:15:00,15222,Central Business District,2,SIMPLE ASSAULT,6
2017-01-01,00:52:00,15212,North Shore,1,SIMPLE ASSAULT,1
2016-12-30,02:30:00,15224,Bloomfield,5,SIMPLE ASSAULT,7
2016-12-26,20:55:00,15207,Greenfield,4,SIMPLE ASSAULT,5
2017-01-01,02:05:00,15203,South Side Flats,3,SIMPLE ASSAULT,3
2017-01-01,01:27:00,15233,Chateau,1,SIMPLE ASSAULT,6
2017-01-02,20:40:00,15210,Knoxville,3,SIMPLE ASSAULT,3
2017-01-01,06:15:00,15212,Brighton Heights,1,SIMPLE ASSAULT,1
2017-01-02,20:30:00,15210,Knoxville,3,SIMPLE ASSAULT,3
2016-12-29,11:00:00,15219,Bloomfield,2,SIMPLE ASSAULT,6
2017-01-06,01:10:00,15212,Troy Hill,1,SIMPLE ASSAULT,1
2016-12-30,19:00:00,15204,Sheraden,6,SIMPLE ASSAULT,2
2017-01-06,18:55:00,15214,Perry South,1,SIMPLE ASSAULT,6
2017-01-07,16:09:00,15210,Knoxville,3,SIMPLE ASSAULT,3
2017-01-03,18:24:00,15210,Carrick,3,SIMPLE ASSAULT,4
2017-01-04,10:43:00,15206,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,9
2017-01-07,19:07:00,15210,South Side Slopes,3,SIMPLE ASSAULT,3
2016-12-29,11:00:00,15224,Bloomfield,2,SIMPLE ASSAULT,7
2016-12-31,16:01:00,15211,Mount Washington,3,SIMPLE ASSAULT,3
2017-01-01,07:45:00,15212,Brighton Heights,1,SIMPLE ASSAULT,1
2017-01-02,10:34:00,15224,Garfield,5,SIMPLE ASSAULT,8
2017-01-02,22:51:00,15210,Knoxville,3,SIMPLE ASSAULT,3
2017-01-01,23:53:00,15226,Brookline,6,SIMPLE ASSAULT,4
2017-01-04,23:11:00,15206,East Liberty,5,SIMPLE ASSAULT,9
2017-01-01,06:15:00,15212,Brighton Heights,1,SIMPLE ASSAULT,6
2017-01-04,15:25:00,15222,Central Business District,2,SIMPLE ASSAULT,6
2017-01-08,02:50:00,15203,Allentown,3,SIMPLE ASSAULT,3
2017-01-09,10:55:00,15219,Crawford-Roberts,2,SIMPLE ASSAULT,6
2016-12-26,13:15:00,15221,East Hills,5,SIMPLE ASSAULT,9
2016-12-27,12:56:00,15212,East Allegheny,1,SIMPLE ASSAULT,1
2016-12-29,22:44:00,15206,Larimer,5,SIMPLE ASSAULT,9
2016-12-26,13:15:00,15219,East Hills,5,SIMPLE ASSAULT,6
2017-01-09,14:00:00,15214,Perry South,1,SIMPLE ASSAULT,6
2017-01-01,09:31:00,15226,Brookline,6,SIMPLE ASSAULT,4
2017-01-01,17:09:00,15211,Mount Washington,3,SIMPLE ASSAULT,3
2017-01-10,10:30:00,15203,Bluff,3,SIMPLE ASSAULT,3
2017-01-02,17:48:00,15212,East Allegheny,1,SIMPLE ASSAULT,1
2017-01-11,03:34:00,15206,Garfield,5,SIMPLE ASSAULT,9
2017-01-10,17:00:00,15210,Knoxville,3,SIMPLE ASSAULT,
2017-01-11,13:15:00,15210,Allentown,3,SIMPLE ASSAULT,3
2016-12-30,05:18:00,15226,Brookline,6,SIMPLE ASSAULT,4
2016-12-26,03:14:00,15208,Homewood South,5,SIMPLE ASSAULT,9
2017-01-11,17:48:00,15206,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,9
2017-01-02,15:55:00,15220,Crafton Heights,6,SIMPLE ASSAULT,2
2017-01-02,03:00:00,one 2,,2,SIMPLE ASSAULT,
2016-12-27,11:10:00,15208,Homewood North,5,SIMPLE ASSAULT,9
2016-12-28,11:40:00,15208,Homewood South,5,SIMPLE ASSAULT,9
2017-01-11,15:44:00,15222,Central Business District,2,SIMPLE ASSAULT,6
2017-01-08,02:53:00,15211,Mount Washington,3,SIMPLE ASSAULT,2
2017-01-08,17:40:00,15201,Lower Lawrenceville,2,SIMPLE ASSAULT,7
2017-01-09,00:35:00,15201,Upper Lawrenceville,2,SIMPLE ASSAULT,7
2017-01-09,02:00:00,15212,Spring Hill-City View,1,SIMPLE ASSAULT,1
2017-01-09,04:03:00,15201,Stanton Heights,5,SIMPLE ASSAULT,7
2017-01-09,13:07:00,15219,South Side Flats,3,SIMPLE ASSAULT,3
2016-12-31,01:45:00,15227,Carrick,3,SIMPLE ASSAULT,4
2016-12-30,16:45:00,15214,Northview Heights,1,SIMPLE ASSAULT,1
2016-12-28,12:20:00,15212,Marshall-Shadeland,1,SIMPLE ASSAULT,1
2017-01-03,22:12:00,15224,Bloomfield,5,SIMPLE ASSAULT,7
2016-12-26,15:58:00,15208,Homewood South,5,SIMPLE ASSAULT,9
2017-01-03,13:00:00,15222,East Hills,2,SIMPLE ASSAULT,6
2017-01-05,15:15:00,15206,East Liberty,5,SIMPLE ASSAULT,9
2017-01-05,20:50:00,15214,Perry South,1,SIMPLE ASSAULT,6
2016-12-29,01:35:00,15224,Garfield,5,SIMPLE ASSAULT,8
2017-01-01,12:00:00,15219,Middle Hill,2,SIMPLE ASSAULT,6
2017-01-02,01:25:00,15213,North Oakland,4,SIMPLE ASSAULT,8
2016-12-28,20:20:00,15219,Bluff,2,SIMPLE ASSAULT,6
2017-01-02,03:00:00,one 2,,2,SIMPLE ASSAULT,
2017-01-09,20:34:00,15219,Crawford-Roberts,2,SIMPLE ASSAULT,6
2016-12-26,15:10:00,15208,Homewood North,5,SIMPLE ASSAULT,9
2017-01-05,01:49:00,15222,Central Business District,2,SIMPLE ASSAULT,6
2017-01-10,14:00:00,15213,Homewood South,5,SIMPLE ASSAULT,8
2016-12-30,19:30:00,15212,Marshall-Shadeland,1,SIMPLE ASSAULT,1
2017-01-10,19:45:00,15212,Troy Hill,1,SIMPLE ASSAULT,1
2017-01-05,13:09:00,15220,Elliott,6,SIMPLE ASSAULT,2
2017-01-11,09:44:00,15212,Troy Hill,1,SIMPLE ASSAULT,1
2017-01-07,16:38:00,15204,Windgap,6,SIMPLE ASSAULT,2
2017-01-07,13:20:00,15233,Chateau,1,SIMPLE ASSAULT,1
2017-01-07,20:29:00,15216,Beechview,6,SIMPLE ASSAULT,2
2017-01-09,18:32:00,15222,Central Business District,2,SIMPLE ASSAULT,6
2017-01-07,22:08:00,15220,Elliott,6,SIMPLE ASSAULT,2
2017-01-09,19:50:00,15214,Perry South,1,SIMPLE ASSAULT,6
2017-01-05,13:57:00,15208,Homewood West,5,SIMPLE ASSAULT,9
2017-01-10,21:05:00,15219,Upper Hill,2,SIMPLE ASSAULT,6
2016-12-26,19:04:00,15201,Central Lawrenceville,2,SIMPLE ASSAULT,7
2016-12-29,20:30:00,15210,Arlington,3,SIMPLE ASSAULT,3
2016-12-28,14:00:00,15219,Central Business District,6,SIMPLE ASSAULT,6
2016-12-27,20:52:00,15210,Knoxville,3,SIMPLE ASSAULT,3
2016-12-28,02:36:00,15221,Homewood North,5,SIMPLE ASSAULT,9
2016-12-28,11:46:00,15207,Hazelwood,4,SIMPLE ASSAULT,5
2016-12-29,20:15:00,15219,Middle Hill,2,SIMPLE ASSAULT,6
2016-12-28,20:20:00,15226,Bluff,2,SIMPLE ASSAULT,4
2016-12-29,00:58:00,15210,Carrick,3,SIMPLE ASSAULT,4
2016-12-27,20:52:00,15210,Knoxville,3,SIMPLE ASSAULT,3
2017-01-01,01:20:00,15219,Mount Washington,3,SIMPLE ASSAULT,2
2016-12-31,02:12:00,15203,South Side Flats,3,SIMPLE ASSAULT,3
2016-12-31,13:45:00,15210,Carrick,3,SIMPLE ASSAULT,4
2017-01-01,12:30:00,15208,Homewood South,5,SIMPLE ASSAULT,9
2017-01-01,12:10:00,15201,Upper Lawrenceville,2,SIMPLE ASSAULT,7
2017-01-01,16:50:00,15203,South Side Flats,3,SIMPLE ASSAULT,3
2016-12-30,20:53:00,15212,Brighton Heights,1,SIMPLE ASSAULT,1
2017-01-04,02:17:00,15201,Lower Lawrenceville,2,SIMPLE ASSAULT,7
2017-01-03,13:00:00,15221,East Hills,2,SIMPLE ASSAULT,9
2016-12-27,12:56:00,15212,East Allegheny,1,SIMPLE ASSAULT,1
2017-01-03,18:42:00,15212,Marshall-Shadeland,1,SIMPLE ASSAULT,1
2016-12-31,06:12:00,15219,Bluff,3,SIMPLE ASSAULT,6
2017-01-11,09:00:00,15227,Hays,5,SIMPLE ASSAULT,5
2016-12-29,20:30:00,15210,Arlington,3,SIMPLE ASSAULT,3
2017-01-18,13:45:00,15203,South Side Slopes,3,SIMPLE ASSAULT,3
2017-01-20,15:10:00,15221,East Hills,5,SIMPLE ASSAULT,9
2017-01-13,20:30:00,15213,Polish Hill,2,SIMPLE ASSAULT,6
2017-01-24,14:03:00,15203,South Side Slopes,3,SIMPLE ASSAULT,3
2017-01-17,21:02:00,15212,Brighton Heights,1,SIMPLE ASSAULT,1
2016-12-26,10:00:00,15213,Terrace Village,2,SIMPLE ASSAULT,6
2017-01-16,20:39:00,15233,Manchester,1,SIMPLE ASSAULT,6
2017-01-21,14:39:00,15212,Spring Hill-City View,1,SIMPLE ASSAULT,1
2017-01-21,15:15:00,15210,Carrick,3,SIMPLE ASSAULT,4
2016-12-28,11:40:00,15219,Homewood South,5,SIMPLE ASSAULT,6
2017-01-21,16:52:00,15219,Terrace Village,2,SIMPLE ASSAULT,6
2017-01-11,19:42:00,15227,Hazelwood,4,SIMPLE ASSAULT,5
2017-01-07,20:29:00,15216,Beechview,6,SIMPLE ASSAULT,2
2017-01-21,14:36:00,15219,Bedford Dwellings,2,SIMPLE ASSAULT,6
2017-01-06,01:41:00,15210,Central Business District,2,SIMPLE ASSAULT,4
2017-01-22,22:36:00,15211,Mount Washington,3,SIMPLE ASSAULT,3
2017-01-22,04:28:00,15212,Troy Hill,1,SIMPLE ASSAULT,1
2017-01-22,22:40:00,15212,North Shore,1,SIMPLE ASSAULT,1
2017-01-12,12:15:00,15219,Bedford Dwellings,2,SIMPLE ASSAULT,6
2017-01-17,06:53:00,15203,South Side Flats,3,SIMPLE ASSAULT,3
2017-01-14,00:45:00,15221,East Hills,5,SIMPLE ASSAULT,9
2017-01-13,16:48:00,15212,East Allegheny,1,SIMPLE ASSAULT,1
2017-01-15,03:34:00,15211,Mount Washington,3,SIMPLE ASSAULT,2
2017-01-13,15:40:00,15201,Central Lawrenceville,2,SIMPLE ASSAULT,7
2017-01-13,20:30:00,15212,Central North Side,1,SIMPLE ASSAULT,6
2017-01-10,10:30:00,15219,Bluff,3,SIMPLE ASSAULT,6
2017-01-14,18:50:00,15205,Crafton Heights,6,SIMPLE ASSAULT,2
2017-01-17,20:52:00,15214,Perry South,1,SIMPLE ASSAULT,1
2017-01-21,15:16:00,15221,Homewood North,2,SIMPLE ASSAULT,9
2017-01-21,19:56:00,15212,Central North Side,1,SIMPLE ASSAULT,6
2017-01-18,14:45:00,15208,East Liberty,5,SIMPLE ASSAULT,9
2017-01-16,15:30:00,15207,New Homestead,4,SIMPLE ASSAULT,5
2017-01-22,12:30:00,15208,Homewood South,5,SIMPLE ASSAULT,9
2017-01-21,00:54:00,15207,Lincoln Place,4,SIMPLE ASSAULT,5
2017-01-21,22:11:00,15206,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,9
