Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2003,Malignant neoplasms (C00-C97),Cancer,New York,"36,238",180.2
2002,Malignant neoplasms (C00-C97),Cancer,New York,"36,661",184.4
2001,Malignant neoplasms (C00-C97),Cancer,New York,"36,975",188.4
2000,Malignant neoplasms (C00-C97),Cancer,New York,"37,198",192.2
1999,Malignant neoplasms (C00-C97),Cancer,New York,"37,609",196.6
2016,Malignant neoplasms (C00-C97),Cancer,North Carolina,"19,523",161.6
2015,Malignant neoplasms (C00-C97),Cancer,North Carolina,"19,322",164.7
2014,Malignant neoplasms (C00-C97),Cancer,North Carolina,"19,342",169.3
2013,Malignant neoplasms (C00-C97),Cancer,North Carolina,"18,589",167.6
2012,Malignant neoplasms (C00-C97),Cancer,North Carolina,"18,405",170.2
2011,Malignant neoplasms (C00-C97),Cancer,North Carolina,"18,284",175
2010,Malignant neoplasms (C00-C97),Cancer,North Carolina,"18,061",179
2009,Malignant neoplasms (C00-C97),Cancer,North Carolina,"17,513",176.9
2008,Malignant neoplasms (C00-C97),Cancer,North Carolina,"17,453",181.3
2007,Malignant neoplasms (C00-C97),Cancer,North Carolina,"17,478",187.1
2006,Malignant neoplasms (C00-C97),Cancer,North Carolina,"17,318",191.4
2005,Malignant neoplasms (C00-C97),Cancer,North Carolina,"16,724",191.2
2004,Malignant neoplasms (C00-C97),Cancer,North Carolina,"16,477",193.7
2003,Malignant neoplasms (C00-C97),Cancer,North Carolina,"16,145",193.9
2002,Malignant neoplasms (C00-C97),Cancer,North Carolina,"16,210",199.9
2001,Malignant neoplasms (C00-C97),Cancer,North Carolina,"16,065",202.7
2000,Malignant neoplasms (C00-C97),Cancer,North Carolina,"15,786",204.2
1999,Malignant neoplasms (C00-C97),Cancer,North Carolina,"15,815",207.1
2016,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,253",142.7
2015,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,320",152.9
2014,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,304",152.3
2013,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,286",151.8
2012,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,253",150.7
2011,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,321",161
2010,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,269",157.1
2009,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,243",156.3
2008,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,354",171.4
2007,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,264",162.6
2006,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,387",180.2
2005,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,302",170.5
2004,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,265",166.8
2003,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,334",179.2
2002,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,293",175.5
2001,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,391",189.2
2000,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,346",183.7
1999,Malignant neoplasms (C00-C97),Cancer,North Dakota,"1,366",186.7
2016,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,509",173.4
2015,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,396",175.1
2014,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,433",177.8
2013,Malignant neoplasms (C00-C97),Cancer,Ohio,"24,986",177.6
2012,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,261",182.7
2011,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,140",184.9
2010,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,083",187.7
2009,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,149",190.5
2008,Malignant neoplasms (C00-C97),Cancer,Ohio,"24,998",191.9
2007,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,230",196.3
2006,Malignant neoplasms (C00-C97),Cancer,Ohio,"24,975",197.3
2005,Malignant neoplasms (C00-C97),Cancer,Ohio,"24,702",198.1
2004,Malignant neoplasms (C00-C97),Cancer,Ohio,"24,940",202.1
2003,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,076",205.3
2002,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,173",209
2001,Malignant neoplasms (C00-C97),Cancer,Ohio,"24,804",208.4
2000,Malignant neoplasms (C00-C97),Cancer,Ohio,"24,988",212
1999,Malignant neoplasms (C00-C97),Cancer,Ohio,"25,233",215.4
2016,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"8,115",177.8
2015,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"8,280",184.3
2014,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,934",179.9
2013,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"8,039",185.7
2012,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"8,040",189.9
2011,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,997",191.1
2010,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,831",191.3
2009,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,639",189.2
2008,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,657",193.1
2007,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,727",198.5
2006,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,491",195.2
2005,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,446",198
2004,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,269",196
2003,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,338",199.8
2002,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,474",205.7
2001,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,411",206.3
2000,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,402",207.4
1999,Malignant neoplasms (C00-C97),Cancer,Oklahoma,"7,312",206.7
2016,Malignant neoplasms (C00-C97),Cancer,Oregon,"8,078",155.9
2015,Malignant neoplasms (C00-C97),Cancer,Oregon,"8,093",160.2
2014,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,863",160.2
2013,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,799",163.4
2012,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,832",168
2011,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,802",172.6
2010,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,638",173.9
2009,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,487",172.7
2008,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,479",177
2007,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,393",178.8
2006,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,309",180.9
2005,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,326",186.5
2004,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,236",188.8
2003,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,232",192.5
2002,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,249",197.3
2001,Malignant neoplasms (C00-C97),Cancer,Oregon,"7,057",196.5
2000,Malignant neoplasms (C00-C97),Cancer,Oregon,"6,951",197.3
1999,Malignant neoplasms (C00-C97),Cancer,Oregon,"6,905",198.2
2016,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,492",164.7
2015,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,697",167.2
2014,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,692",169.6
2013,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,512",170.6
2012,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,909",175.5
2011,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,895",178
2010,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"29,055",181.6
2009,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,881",182.5
2008,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"28,964",184.7
2007,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"29,014",186.9
2006,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"29,172",190.5
2005,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"29,616",195.6
2004,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"29,424",196.1
2003,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"29,841",200
2002,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"29,849",201.9
2001,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"29,914",204.4
2000,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"30,161",207
1999,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,"30,312",209.5
2016,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,171",158
2015,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,226",163.1
2014,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,242",167
2013,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,326",174.6
2012,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,148",163.5
2011,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,170",167.6
2010,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,266",178.3
2009,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,220",174.9
2008,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,227",178.1
2007,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,213",178.4
2006,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,250",181.4
2005,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,292",186.8
2004,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,418",196.8
2003,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,328",192.1
2002,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,404",199.3
2001,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,398",202.5
2000,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,433",206.4
1999,Malignant neoplasms (C00-C97),Cancer,Rhode Island,"2,463",210.3
2016,Malignant neoplasms (C00-C97),Cancer,South Carolina,"10,356",167.7
2015,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,950",166.6
2014,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,930",171.4
2013,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,745",174
2012,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,728",178.8
2011,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,543",182
2010,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,356",183.6
2009,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,123",182.8
2008,Malignant neoplasms (C00-C97),Cancer,South Carolina,"9,199",190
2007,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,867",188.5
2006,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,853",194.7
2005,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,652",198.2
2004,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,348",195.8
2003,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,512",204.4
2002,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,333",205.8
2001,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,272",208.3
2000,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,250",212.6
1999,Malignant neoplasms (C00-C97),Cancer,South Carolina,"8,089",211.7
2016,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,694",156.7
2015,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,640",154
2014,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,698",163.4
2013,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,577",154.5
2012,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,630",163
2011,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,665",169.7
2010,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,655",171
2009,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,503",158.7
2008,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,570",168.4
2007,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,612",174.3
2006,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,570",173.1
2005,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,612",182.6
2004,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,555",177.5
2003,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,636",190.3
2002,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,562",183.3
2001,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,590",188.5
2000,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,597",190.5
1999,Malignant neoplasms (C00-C97),Cancer,South Dakota,"1,632",197.4
2016,Malignant neoplasms (C00-C97),Cancer,Tennessee,"14,450",179.9
2015,Malignant neoplasms (C00-C97),Cancer,Tennessee,"14,214",180.5
2014,Malignant neoplasms (C00-C97),Cancer,Tennessee,"14,173",184.2
2013,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,953",185.5
2012,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,765",187.6
2011,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,562",189
2010,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,593",195.7
2009,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,482",197.5
2008,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,162",197.2
2007,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,161",201.6
2006,Malignant neoplasms (C00-C97),Cancer,Tennessee,"13,051",204.6
2005,Malignant neoplasms (C00-C97),Cancer,Tennessee,"12,995",210.3
2004,Malignant neoplasms (C00-C97),Cancer,Tennessee,"12,586",208.1
2003,Malignant neoplasms (C00-C97),Cancer,Tennessee,"12,613",212.7
2002,Malignant neoplasms (C00-C97),Cancer,Tennessee,"12,518",214.6
2001,Malignant neoplasms (C00-C97),Cancer,Tennessee,"12,229",213.1
2000,Malignant neoplasms (C00-C97),Cancer,Tennessee,"12,339",218.8
1999,Malignant neoplasms (C00-C97),Cancer,Tennessee,"11,943",213.9
2016,Malignant neoplasms (C00-C97),Cancer,Texas,"40,195",148.5
2015,Malignant neoplasms (C00-C97),Cancer,Texas,"39,121",149.2
2014,Malignant neoplasms (C00-C97),Cancer,Texas,"38,847",152.9
2013,Malignant neoplasms (C00-C97),Cancer,Texas,"38,412",156.9
2012,Malignant neoplasms (C00-C97),Cancer,Texas,"38,142",160.3
2011,Malignant neoplasms (C00-C97),Cancer,Texas,"37,351",162.3
2010,Malignant neoplasms (C00-C97),Cancer,Texas,"36,717",165.9
2009,Malignant neoplasms (C00-C97),Cancer,Texas,"35,591",164.4
2008,Malignant neoplasms (C00-C97),Cancer,Texas,"35,713",169.9
2007,Malignant neoplasms (C00-C97),Cancer,Texas,"35,074",171.9
2006,Malignant neoplasms (C00-C97),Cancer,Texas,"34,939",176.1
2005,Malignant neoplasms (C00-C97),Cancer,Texas,"34,291",178.9
2004,Malignant neoplasms (C00-C97),Cancer,Texas,"33,937",182.1
2003,Malignant neoplasms (C00-C97),Cancer,Texas,"33,867",186.1
2002,Malignant neoplasms (C00-C97),Cancer,Texas,"34,164",192.2
2001,Malignant neoplasms (C00-C97),Cancer,Texas,"33,488",192.6
2000,Malignant neoplasms (C00-C97),Cancer,Texas,"33,300",196.3
1999,Malignant neoplasms (C00-C97),Cancer,Texas,"32,755",196.1
2016,Malignant neoplasms (C00-C97),Cancer,United States,"598,038",155.8
2015,Malignant neoplasms (C00-C97),Cancer,United States,"595,930",158.5
2014,Malignant neoplasms (C00-C97),Cancer,United States,"591,700",161.2
2013,Malignant neoplasms (C00-C97),Cancer,United States,"584,881",163.2
2012,Malignant neoplasms (C00-C97),Cancer,United States,"582,623",166.5
2011,Malignant neoplasms (C00-C97),Cancer,United States,"576,691",169
2010,Malignant neoplasms (C00-C97),Cancer,United States,"574,743",172.8
2009,Malignant neoplasms (C00-C97),Cancer,United States,"567,628",173.5
2008,Malignant neoplasms (C00-C97),Cancer,United States,"565,469",176.4
2007,Malignant neoplasms (C00-C97),Cancer,United States,"562,875",179.3
2006,Malignant neoplasms (C00-C97),Cancer,United States,"559,888",181.8
2005,Malignant neoplasms (C00-C97),Cancer,United States,"559,312",185.1
2004,Malignant neoplasms (C00-C97),Cancer,United States,"553,888",186.8
2003,Malignant neoplasms (C00-C97),Cancer,United States,"556,902",190.9
2002,Malignant neoplasms (C00-C97),Cancer,United States,"557,271",194.3
2001,Malignant neoplasms (C00-C97),Cancer,United States,"553,768",196.5
2000,Malignant neoplasms (C00-C97),Cancer,United States,"553,091",199.6
1999,Malignant neoplasms (C00-C97),Cancer,United States,"549,838",200.8
2016,Malignant neoplasms (C00-C97),Cancer,Utah,"3,125",122.4
2015,Malignant neoplasms (C00-C97),Cancer,Utah,"3,091",125.2
2014,Malignant neoplasms (C00-C97),Cancer,Utah,"3,043",127.4
2013,Malignant neoplasms (C00-C97),Cancer,Utah,"2,971",127.6
2012,Malignant neoplasms (C00-C97),Cancer,Utah,"2,876",128.2
2011,Malignant neoplasms (C00-C97),Cancer,Utah,"2,746",125.7
2010,Malignant neoplasms (C00-C97),Cancer,Utah,"2,810",133.7
2009,Malignant neoplasms (C00-C97),Cancer,Utah,"2,555",124.7
2008,Malignant neoplasms (C00-C97),Cancer,Utah,"2,492",125.4
2007,Malignant neoplasms (C00-C97),Cancer,Utah,"2,572",133.2
2006,Malignant neoplasms (C00-C97),Cancer,Utah,"2,615",139.9
2005,Malignant neoplasms (C00-C97),Cancer,Utah,"2,520",140.9
2004,Malignant neoplasms (C00-C97),Cancer,Utah,"2,445",141.1
2003,Malignant neoplasms (C00-C97),Cancer,Utah,"2,444",144.6
2002,Malignant neoplasms (C00-C97),Cancer,Utah,"2,376",144.4
2001,Malignant neoplasms (C00-C97),Cancer,Utah,"2,313",144.3
2000,Malignant neoplasms (C00-C97),Cancer,Utah,"2,359",151.2
1999,Malignant neoplasms (C00-C97),Cancer,Utah,"2,393",155.7
2016,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,356",158.4
2015,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,399",165.3
2014,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,379",167.9
2013,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,318",163.4
2012,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,325",165
2011,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,347",175.9
2010,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,392",183.3
2009,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,254",169.2
2008,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,279",176.3
2007,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,346",188.6
2006,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,214",172.6
2005,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,202",175.9
2004,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,212",179.5
2003,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,210",183.6
2002,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,224",188.3
2001,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,249",196.4
2000,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,240",198
1999,Malignant neoplasms (C00-C97),Cancer,Vermont,"1,255",203.7
2016,Malignant neoplasms (C00-C97),Cancer,Virginia,"15,027",156.1
2015,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,947",159.5
2014,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,749",161.5
2013,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,414",162
2012,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,294",165
2011,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,376",170.8
2010,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,080",172.4
2009,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,122",176.2
2008,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,983",179.1
2007,Malignant neoplasms (C00-C97),Cancer,Virginia,"14,009",184
2006,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,829",185.3
2005,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,877",190
2004,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,385",188.5
2003,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,781",198.1
2002,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,602",200
2001,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,345",200.5
2000,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,528",208.6
1999,Malignant neoplasms (C00-C97),Cancer,Virginia,"13,365",209.1
2016,Malignant neoplasms (C00-C97),Cancer,Washington,"12,594",150.9
2015,Malignant neoplasms (C00-C97),Cancer,Washington,"12,687",156.4
2014,Malignant neoplasms (C00-C97),Cancer,Washington,"12,205",155.5
2013,Malignant neoplasms (C00-C97),Cancer,Washington,"11,928",156.1
2012,Malignant neoplasms (C00-C97),Cancer,Washington,"11,952",161.4
2011,Malignant neoplasms (C00-C97),Cancer,Washington,"12,002",166.1
2010,Malignant neoplasms (C00-C97),Cancer,Washington,"11,874",170.5
2009,Malignant neoplasms (C00-C97),Cancer,Washington,"11,922",174.9
2008,Malignant neoplasms (C00-C97),Cancer,Washington,"11,618",175.5
2007,Malignant neoplasms (C00-C97),Cancer,Washington,"11,568",179
2006,Malignant neoplasms (C00-C97),Cancer,Washington,"11,055",175.3
2005,Malignant neoplasms (C00-C97),Cancer,Washington,"11,048",181
2004,Malignant neoplasms (C00-C97),Cancer,Washington,"10,989",184.6
2003,Malignant neoplasms (C00-C97),Cancer,Washington,"11,064",190.4
2002,Malignant neoplasms (C00-C97),Cancer,Washington,"10,858",190.6
2001,Malignant neoplasms (C00-C97),Cancer,Washington,"10,802",194.2
2000,Malignant neoplasms (C00-C97),Cancer,Washington,"10,668",195.8
1999,Malignant neoplasms (C00-C97),Cancer,Washington,"10,653",198.3
2016,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,659",182.2
2015,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,839",190.4
2014,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,880",195.1
2013,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,718",190.8
2012,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,684",191.8
2011,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,782",200.1
2010,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,685",198
2009,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,786",204.2
2008,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,605",198.5
2007,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,690",204.3
2006,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,613",203.6
2005,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,617",207.4
2004,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,694",212.2
2003,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,610",211.6
2002,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,652",215.2
2001,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,685",219.2
2000,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,753",223.9
1999,Malignant neoplasms (C00-C97),Cancer,West Virginia,"4,762",225.1
2016,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,498",158
2015,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,423",159.3
2014,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,393",161.8
2013,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,425",165.2
2012,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,252",166.3
2011,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,608",175.5
2010,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,279",174.5
2009,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,866",169.5
2008,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"11,185",177.8
2007,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,963",177.2
2006,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,925",179.9
2005,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,943",182.8
2004,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,861",184.7
2003,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,648",183.4
2002,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,828",189.6
2001,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,777",191.6
2000,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,638",191.7
1999,Malignant neoplasms (C00-C97),Cancer,Wisconsin,"10,755",195.5
2016,Malignant neoplasms (C00-C97),Cancer,Wyoming,962,140.9
2015,Malignant neoplasms (C00-C97),Cancer,Wyoming,931,139.4
2014,Malignant neoplasms (C00-C97),Cancer,Wyoming,922,140.7
2013,Malignant neoplasms (C00-C97),Cancer,Wyoming,946,148.2
2012,Malignant neoplasms (C00-C97),Cancer,Wyoming,955,154.2
2011,Malignant neoplasms (C00-C97),Cancer,Wyoming,936,156
2010,Malignant neoplasms (C00-C97),Cancer,Wyoming,"1,016",172.6
2009,Malignant neoplasms (C00-C97),Cancer,Wyoming,936,164.7
2008,Malignant neoplasms (C00-C97),Cancer,Wyoming,874,156.7
2007,Malignant neoplasms (C00-C97),Cancer,Wyoming,940,172.9
2006,Malignant neoplasms (C00-C97),Cancer,Wyoming,927,174.6
2005,Malignant neoplasms (C00-C97),Cancer,Wyoming,886,169.2
2004,Malignant neoplasms (C00-C97),Cancer,Wyoming,875,171.7
2003,Malignant neoplasms (C00-C97),Cancer,Wyoming,943,188.9
2002,Malignant neoplasms (C00-C97),Cancer,Wyoming,859,177.1
2001,Malignant neoplasms (C00-C97),Cancer,Wyoming,923,194
2000,Malignant neoplasms (C00-C97),Cancer,Wyoming,868,185.5
1999,Malignant neoplasms (C00-C97),Cancer,Wyoming,899,195.1
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"3,326",56.2
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"3,279",56.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"3,050",53.6
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"3,043",54.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"3,015",55.2
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,912",55.2
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,866",55.4
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,770",54.2
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,733",54.2
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,530",51.3
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,309",47.6
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,382",50.1
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,361",50.2
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,434",52.4
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,328",50.7
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,204",48.3
